E002, 09-MAR-24, 4.14
E003, 09-MAR-24, 3.06
E004, 09-MAR-24, 3.45
E005, 09-MAR-24, 1.26
E006, 09-MAR-24, 6.53
E007, 09-MAR-24, 4.65
E008, 09-MAR-24, 1.57
E009, 09-MAR-24, 2.42
E010, 09-MAR-24, 4.29
E011, 09-MAR-24, 1.04
E012, 09-MAR-24, 5.96
E013, 09-MAR-24, 4.19
E014, 09-MAR-24, 5.76
E015, 09-MAR-24, 2.69
E016, 09-MAR-24, 5.74
E017, 09-MAR-24, 1.34
E018, 09-MAR-24, 7.97
E019, 09-MAR-24, 7.91
E020, 09-MAR-24, 7.6
E021, 09-MAR-24, 5.25
E022, 09-MAR-24, 4.18
E023, 09-MAR-24, 5.93
E024, 09-MAR-24, 2.22
E025, 09-MAR-24, 3.23
E026, 09-MAR-24, 4.29
E027, 09-MAR-24, 7.25
E028, 09-MAR-24, 7.05
E029, 09-MAR-24, 4.58
E030, 09-MAR-24, 7.7
E001, 10-MAR-24, 2.87
E002, 10-MAR-24, 7.96
E003, 10-MAR-24, 6.57
E004, 10-MAR-24, 5.26
E005, 10-MAR-24, 7.85
E006, 10-MAR-24, 2.46
E007, 10-MAR-24, 1.31
E008, 10-MAR-24, 7.16
E009, 10-MAR-24, 4.75
E010, 10-MAR-24, 1.64
E011, 10-MAR-24, 4.68
E012, 10-MAR-24, 5.8
E013, 10-MAR-24, 3.46
E014, 10-MAR-24, 4.4
E015, 10-MAR-24, 5.08
E016, 10-MAR-24, 5.34
E017, 10-MAR-24, 3.84
E018, 10-MAR-24, 4.67
E019, 10-MAR-24, 7.05
E020, 10-MAR-24, 4.72
E021, 10-MAR-24, 6.94
E022, 10-MAR-24, 1.09
E023, 10-MAR-24, 7.99
E024, 10-MAR-24, 6.83
E025, 10-MAR-24, 7.49
E026, 10-MAR-24, 3.75
E027, 10-MAR-24, 7.75
E028, 10-MAR-24, 1.35
E029, 10-MAR-24, 6.01
E030, 10-MAR-24, 3.78
E001, 11-MAR-24, 7.98
E002, 11-MAR-24, 5.81
E003, 11-MAR-24, 3.47
E004, 11-MAR-24, 4.72
E005, 11-MAR-24, 7.97
E006, 11-MAR-24, 5.26
E007, 11-MAR-24, 4.66
E008, 11-MAR-24, 3.17
E009, 11-MAR-24, 6.77
E010, 11-MAR-24, 2.77
E011, 11-MAR-24, 2.5
E012, 11-MAR-24, 3.89
E013, 11-MAR-24, 1.12
E014, 11-MAR-24, 6.32
E015, 11-MAR-24, 1.49
E016, 11-MAR-24, 1.89
E017, 11-MAR-24, 4.97
E018, 11-MAR-24, 7.74
E019, 11-MAR-24, 6.22
E020, 11-MAR-24, 6.93
E021, 11-MAR-24, 4.07
E022, 11-MAR-24, 1.69
E023, 11-MAR-24, 4.98
E024, 11-MAR-24, 2.83
E025, 11-MAR-24, 6.63
E026, 11-MAR-24, 6.9
E027, 11-MAR-24, 1.18
E028, 11-MAR-24, 6.4
E029, 11-MAR-24, 4.34
E030, 11-MAR-24, 2.79
E001, 12-MAR-24, 7.03
E002, 12-MAR-24, 5.46
E003, 12-MAR-24, 4.09
E004, 12-MAR-24, 6.02
E005, 12-MAR-24, 1.56
E006, 12-MAR-24, 6.45
E007, 12-MAR-24, 4.29
E008, 12-MAR-24, 7.35
E009, 12-MAR-24, 1.72
E010, 12-MAR-24, 7.37
E011, 12-MAR-24, 1.65
E012, 12-MAR-24, 4.8
E013, 12-MAR-24, 2.3
E014, 12-MAR-24, 3.39
E015, 12-MAR-24, 1.43
E016, 12-MAR-24, 4.43
E017, 12-MAR-24, 5.13
E018, 12-MAR-24, 6.48
E019, 12-MAR-24, 7.85
E020, 12-MAR-24, 5.51
E021, 12-MAR-24, 6.13
E022, 12-MAR-24, 6.86
E023, 12-MAR-24, 1.96
E024, 12-MAR-24, 1.58
E025, 12-MAR-24, 2.3
E026, 12-MAR-24, 4.27
E027, 12-MAR-24, 4.45
E028, 12-MAR-24, 1.41
E029, 12-MAR-24, 7.0
E030, 12-MAR-24, 1.59
E001, 13-MAR-24, 3.92
E002, 13-MAR-24, 4.98
E003, 13-MAR-24, 5.54
E004, 13-MAR-24, 6.28
E005, 13-MAR-24, 3.39
E006, 13-MAR-24, 7.19
E007, 13-MAR-24, 6.84
E008, 13-MAR-24, 2.41
E009, 13-MAR-24, 4.5
E010, 13-MAR-24, 7.6
E011, 13-MAR-24, 4.89
E012, 13-MAR-24, 1.34
E013, 13-MAR-24, 2.92
E014, 13-MAR-24, 7.91
E015, 13-MAR-24, 1.76
E016, 13-MAR-24, 7.82
E017, 13-MAR-24, 1.0
E018, 13-MAR-24, 1.85
E019, 13-MAR-24, 4.67
E020, 13-MAR-24, 3.6
E021, 13-MAR-24, 3.38
E022, 13-MAR-24, 1.26
E023, 13-MAR-24, 4.29
E024, 13-MAR-24, 4.85
E025, 13-MAR-24, 4.99
E026, 13-MAR-24, 2.75
E027, 13-MAR-24, 1.33
E028, 13-MAR-24, 4.12
E029, 13-MAR-24, 7.8
E030, 13-MAR-24, 1.86
E001, 14-MAR-24, 1.67
E002, 14-MAR-24, 6.0
E003, 14-MAR-24, 3.54
E004, 14-MAR-24, 3.29
E005, 14-MAR-24, 5.24
E006, 14-MAR-24, 1.91
E007, 14-MAR-24, 5.86
E008, 14-MAR-24, 6.89
E009, 14-MAR-24, 1.43
E010, 14-MAR-24, 5.61
E011, 14-MAR-24, 2.08
E012, 14-MAR-24, 2.31
E013, 14-MAR-24, 4.77
E014, 14-MAR-24, 6.77
E015, 14-MAR-24, 1.06
E016, 14-MAR-24, 4.21
E017, 14-MAR-24, 7.95
E018, 14-MAR-24, 3.75
E019, 14-MAR-24, 4.79
E020, 14-MAR-24, 7.41
E021, 14-MAR-24, 6.15
E022, 14-MAR-24, 6.63
E023, 14-MAR-24, 6.84
E024, 14-MAR-24, 3.25
E025, 14-MAR-24, 6.21
E026, 14-MAR-24, 3.28
E027, 14-MAR-24, 5.26
E028, 14-MAR-24, 4.87
E029, 14-MAR-24, 4.51
E030, 14-MAR-24, 4.68
E001, 15-MAR-24, 7.16
E002, 15-MAR-24, 6.71
E003, 15-MAR-24, 7.44
E004, 15-MAR-24, 1.64
E005, 15-MAR-24, 3.5
E006, 15-MAR-24, 5.06
E007, 15-MAR-24, 2.13
E008, 15-MAR-24, 2.16
E009, 15-MAR-24, 4.6
E010, 15-MAR-24, 2.27
E011, 15-MAR-24, 6.16
E012, 15-MAR-24, 5.46
E013, 15-MAR-24, 4.27
E014, 15-MAR-24, 5.68
E015, 15-MAR-24, 2.91
E016, 15-MAR-24, 3.12
E017, 15-MAR-24, 5.14
E018, 15-MAR-24, 5.71
E019, 15-MAR-24, 1.69
E020, 15-MAR-24, 3.15
E021, 15-MAR-24, 5.0
E022, 15-MAR-24, 4.36
E023, 15-MAR-24, 4.93
E024, 15-MAR-24, 5.57
E025, 15-MAR-24, 3.0
E026, 15-MAR-24, 4.98
E027, 15-MAR-24, 2.52
E028, 15-MAR-24, 4.1
E029, 15-MAR-24, 1.31
E030, 15-MAR-24, 6.3
E001, 16-MAR-24, 6.86
E002, 16-MAR-24, 7.32
E003, 16-MAR-24, 3.5
E004, 16-MAR-24, 3.17
E005, 16-MAR-24, 7.45
E006, 16-MAR-24, 2.12
E007, 16-MAR-24, 7.97
E008, 16-MAR-24, 7.37
E009, 16-MAR-24, 1.49
E010, 16-MAR-24, 2.71
E011, 16-MAR-24, 1.62
E012, 16-MAR-24, 7.94
E013, 16-MAR-24, 5.05
E014, 16-MAR-24, 7.78
E015, 16-MAR-24, 7.63
E016, 16-MAR-24, 6.86
E017, 16-MAR-24, 7.09
E018, 16-MAR-24, 7.12
E019, 16-MAR-24, 3.65
E020, 16-MAR-24, 1.88
E021, 16-MAR-24, 5.6
E022, 16-MAR-24, 7.25
E023, 16-MAR-24, 7.64
E024, 16-MAR-24, 3.47
E025, 16-MAR-24, 4.87
E026, 16-MAR-24, 5.68
E027, 16-MAR-24, 2.46
E028, 16-MAR-24, 5.66
E029, 16-MAR-24, 7.98
E030, 16-MAR-24, 7.7
E001, 17-MAR-24, 6.25
E002, 17-MAR-24, 3.8
E003, 17-MAR-24, 6.14
E004, 17-MAR-24, 7.04
E005, 17-MAR-24, 5.19
E006, 17-MAR-24, 2.92
E007, 17-MAR-24, 2.38
E008, 17-MAR-24, 3.74
E009, 17-MAR-24, 5.65
E010, 17-MAR-24, 3.18
E011, 17-MAR-24, 5.85
E012, 17-MAR-24, 5.47
E013, 17-MAR-24, 7.09
E014, 17-MAR-24, 1.36
E015, 17-MAR-24, 5.94
E016, 17-MAR-24, 3.47
E017, 17-MAR-24, 6.89
E018, 17-MAR-24, 7.0
E019, 17-MAR-24, 4.36
E020, 17-MAR-24, 6.18
E021, 17-MAR-24, 4.49
E022, 17-MAR-24, 4.13
E023, 17-MAR-24, 5.86
E024, 17-MAR-24, 6.16
E025, 17-MAR-24, 4.88
E026, 17-MAR-24, 6.14
E027, 17-MAR-24, 6.69
E028, 17-MAR-24, 7.24
E029, 17-MAR-24, 5.12
E030, 17-MAR-24, 6.42
E001, 18-MAR-24, 7.08
E002, 18-MAR-24, 5.24
E003, 18-MAR-24, 2.31
E004, 18-MAR-24, 3.03
E005, 18-MAR-24, 7.39
E006, 18-MAR-24, 7.75
E007, 18-MAR-24, 7.06
E008, 18-MAR-24, 3.48
E009, 18-MAR-24, 1.76
E010, 18-MAR-24, 7.22
E011, 18-MAR-24, 1.51
E012, 18-MAR-24, 5.19
E013, 18-MAR-24, 5.91
E014, 18-MAR-24, 2.95
E015, 18-MAR-24, 1.69
E016, 18-MAR-24, 5.98
E017, 18-MAR-24, 1.87
E018, 18-MAR-24, 7.39
E019, 18-MAR-24, 1.61
E020, 18-MAR-24, 7.33
E021, 18-MAR-24, 6.32
E022, 18-MAR-24, 1.88
E023, 18-MAR-24, 7.2
E024, 18-MAR-24, 3.69
E025, 18-MAR-24, 5.45
E026, 18-MAR-24, 6.77
E027, 18-MAR-24, 6.19
E028, 18-MAR-24, 2.7
E029, 18-MAR-24, 1.33
E030, 18-MAR-24, 6.42
E001, 19-MAR-24, 5.65
E002, 19-MAR-24, 7.85
E003, 19-MAR-24, 1.6
E004, 19-MAR-24, 1.36
E005, 19-MAR-24, 4.32
E006, 19-MAR-24, 2.13
E007, 19-MAR-24, 1.11
E008, 19-MAR-24, 7.85
E009, 19-MAR-24, 7.82
E010, 19-MAR-24, 7.24
E011, 19-MAR-24, 1.81
E012, 19-MAR-24, 3.65
E013, 19-MAR-24, 4.35
E014, 19-MAR-24, 1.64
E015, 19-MAR-24, 5.86
E016, 19-MAR-24, 2.58
E017, 19-MAR-24, 1.28
E018, 19-MAR-24, 7.51
E019, 19-MAR-24, 2.73
E020, 19-MAR-24, 1.47
E021, 19-MAR-24, 5.41
E022, 19-MAR-24, 6.6
E023, 19-MAR-24, 3.1
E024, 19-MAR-24, 1.09
E025, 19-MAR-24, 3.78
E026, 19-MAR-24, 5.66
E027, 19-MAR-24, 1.86
E028, 19-MAR-24, 1.28
E029, 19-MAR-24, 6.35
E030, 19-MAR-24, 6.95
E001, 20-MAR-24, 2.09
E002, 20-MAR-24, 7.91
E003, 20-MAR-24, 2.73
E004, 20-MAR-24, 7.81
E005, 20-MAR-24, 1.82
E006, 20-MAR-24, 1.26
E007, 20-MAR-24, 5.47
E008, 20-MAR-24, 1.52
E009, 20-MAR-24, 6.67
E010, 20-MAR-24, 4.15
E011, 20-MAR-24, 3.68
E012, 20-MAR-24, 3.27
E013, 20-MAR-24, 6.73
E014, 20-MAR-24, 3.29
E015, 20-MAR-24, 5.0
E016, 20-MAR-24, 4.29
E017, 20-MAR-24, 7.54
E018, 20-MAR-24, 6.13
E019, 20-MAR-24, 5.17
E020, 20-MAR-24, 5.25
E021, 20-MAR-24, 5.25
E022, 20-MAR-24, 6.22
E023, 20-MAR-24, 4.01
E024, 20-MAR-24, 6.89
E025, 20-MAR-24, 2.93
E026, 20-MAR-24, 4.54
E027, 20-MAR-24, 3.09
E028, 20-MAR-24, 4.28
E029, 20-MAR-24, 2.48
E030, 20-MAR-24, 5.48
E001, 21-MAR-24, 5.96
E002, 21-MAR-24, 2.37
E003, 21-MAR-24, 6.72
E004, 21-MAR-24, 2.05
E005, 21-MAR-24, 1.69
E006, 21-MAR-24, 3.61
E007, 21-MAR-24, 3.02
E008, 21-MAR-24, 4.05
E009, 21-MAR-24, 1.53
E010, 21-MAR-24, 1.82
E011, 21-MAR-24, 3.19
E012, 21-MAR-24, 5.26
E013, 21-MAR-24, 3.65
E014, 21-MAR-24, 4.36
E015, 21-MAR-24, 2.16
E016, 21-MAR-24, 1.9
E017, 21-MAR-24, 2.93
E018, 21-MAR-24, 1.63
E019, 21-MAR-24, 2.3
E020, 21-MAR-24, 4.28
E021, 21-MAR-24, 6.11
E022, 21-MAR-24, 7.5
E023, 21-MAR-24, 2.59
E024, 21-MAR-24, 4.46
E025, 21-MAR-24, 2.03
E026, 21-MAR-24, 3.15
E027, 21-MAR-24, 6.56
E028, 21-MAR-24, 4.11
E029, 21-MAR-24, 6.79
E030, 21-MAR-24, 1.29
E001, 22-MAR-24, 5.49
E002, 22-MAR-24, 4.73
E003, 22-MAR-24, 1.07
E004, 22-MAR-24, 4.52
E005, 22-MAR-24, 7.33
E006, 22-MAR-24, 3.0
E007, 22-MAR-24, 6.2
E008, 22-MAR-24, 1.87
E009, 22-MAR-24, 4.58
E010, 22-MAR-24, 4.79
E011, 22-MAR-24, 4.37
E012, 22-MAR-24, 5.52
E013, 22-MAR-24, 2.12
E014, 22-MAR-24, 5.05
E015, 22-MAR-24, 6.7
E016, 22-MAR-24, 5.65
E017, 22-MAR-24, 1.97
E018, 22-MAR-24, 3.65
E019, 22-MAR-24, 3.78
E020, 22-MAR-24, 2.88
E021, 22-MAR-24, 5.66
E022, 22-MAR-24, 4.53
E023, 22-MAR-24, 5.2
E024, 22-MAR-24, 7.52
E025, 22-MAR-24, 5.67
E026, 22-MAR-24, 4.05
E027, 22-MAR-24, 1.24
E028, 22-MAR-24, 6.76
E029, 22-MAR-24, 4.87
E030, 22-MAR-24, 2.72
E001, 23-MAR-24, 1.52
E002, 23-MAR-24, 6.31
E003, 23-MAR-24, 6.19
E004, 23-MAR-24, 5.99
E005, 23-MAR-24, 7.51
E006, 23-MAR-24, 2.77
E007, 23-MAR-24, 6.02
E008, 23-MAR-24, 3.41
E009, 23-MAR-24, 3.87
E010, 23-MAR-24, 2.7
E011, 23-MAR-24, 3.57
E012, 23-MAR-24, 1.41
E013, 23-MAR-24, 2.47
E014, 23-MAR-24, 4.65
E015, 23-MAR-24, 7.79
E016, 23-MAR-24, 5.95
E017, 23-MAR-24, 4.27
E018, 23-MAR-24, 1.11
E019, 23-MAR-24, 2.56
E020, 23-MAR-24, 6.83
E021, 23-MAR-24, 5.14
E022, 23-MAR-24, 7.56
E023, 23-MAR-24, 1.86
E024, 23-MAR-24, 5.84
E025, 23-MAR-24, 1.42
E026, 23-MAR-24, 6.02
E027, 23-MAR-24, 4.68
E028, 23-MAR-24, 7.62
E029, 23-MAR-24, 7.77
E030, 23-MAR-24, 5.79
E001, 24-MAR-24, 2.56
E002, 24-MAR-24, 2.84
E003, 24-MAR-24, 4.88
E004, 24-MAR-24, 7.33
E005, 24-MAR-24, 1.01
E006, 24-MAR-24, 4.88
E007, 24-MAR-24, 2.76
E008, 24-MAR-24, 6.56
E009, 24-MAR-24, 1.15
E010, 24-MAR-24, 5.25
E011, 24-MAR-24, 6.63
E012, 24-MAR-24, 7.15
E013, 24-MAR-24, 4.94
E014, 24-MAR-24, 6.01
E015, 24-MAR-24, 3.41
E016, 24-MAR-24, 3.43
E017, 24-MAR-24, 5.97
E018, 24-MAR-24, 4.84
E019, 24-MAR-24, 2.5
E020, 24-MAR-24, 4.13
E021, 24-MAR-24, 7.62
E022, 24-MAR-24, 1.62
E023, 24-MAR-24, 4.48
E024, 24-MAR-24, 6.57
E025, 24-MAR-24, 1.89
E026, 24-MAR-24, 3.05
E027, 24-MAR-24, 7.19
E028, 24-MAR-24, 6.16
E029, 24-MAR-24, 6.87
E030, 24-MAR-24, 7.53
E001, 25-MAR-24, 2.24
E002, 25-MAR-24, 7.3
E003, 25-MAR-24, 6.44
E004, 25-MAR-24, 1.85
E005, 25-MAR-24, 1.51
E006, 25-MAR-24, 2.15
E007, 25-MAR-24, 7.13
E008, 25-MAR-24, 4.55
E009, 25-MAR-24, 6.87
E010, 25-MAR-24, 4.63
E011, 25-MAR-24, 6.05
E012, 25-MAR-24, 2.63
E013, 25-MAR-24, 6.12
E014, 25-MAR-24, 7.71
E015, 25-MAR-24, 3.71
E016, 25-MAR-24, 4.35
E017, 25-MAR-24, 7.94
E018, 25-MAR-24, 3.44
E019, 25-MAR-24, 5.93
E020, 25-MAR-24, 5.92
E021, 25-MAR-24, 1.59
E022, 25-MAR-24, 7.61
E023, 25-MAR-24, 1.8
E024, 25-MAR-24, 7.27
E025, 25-MAR-24, 4.82
E026, 25-MAR-24, 5.58
E027, 25-MAR-24, 7.11
E028, 25-MAR-24, 1.06
E029, 25-MAR-24, 7.12
E030, 25-MAR-24, 5.51
E001, 26-MAR-24, 2.32
E002, 26-MAR-24, 7.74
E003, 26-MAR-24, 3.31
E004, 26-MAR-24, 2.42
E005, 26-MAR-24, 1.01
E006, 26-MAR-24, 3.69
E007, 26-MAR-24, 4.38
E008, 26-MAR-24, 7.58
E009, 26-MAR-24, 1.81
E010, 26-MAR-24, 7.43
E011, 26-MAR-24, 2.76
E012, 26-MAR-24, 5.77
E013, 26-MAR-24, 4.6
E014, 26-MAR-24, 1.1
E015, 26-MAR-24, 1.45
E016, 26-MAR-24, 5.81
E017, 26-MAR-24, 2.9
E018, 26-MAR-24, 5.29
E019, 26-MAR-24, 2.89
E020, 26-MAR-24, 4.94
E021, 26-MAR-24, 6.85
E022, 26-MAR-24, 3.9
E023, 26-MAR-24, 2.76
E024, 26-MAR-24, 7.19
E025, 26-MAR-24, 5.55
E026, 26-MAR-24, 3.7
E027, 26-MAR-24, 7.55
E028, 26-MAR-24, 1.69
E029, 26-MAR-24, 7.51
E030, 26-MAR-24, 6.4
E001, 27-MAR-24, 2.0
E002, 27-MAR-24, 4.82
E003, 27-MAR-24, 6.5
E004, 27-MAR-24, 7.65
E005, 27-MAR-24, 3.17
E006, 27-MAR-24, 2.46
E007, 27-MAR-24, 3.8
E008, 27-MAR-24, 2.93
E009, 27-MAR-24, 3.92
E010, 27-MAR-24, 5.81
E011, 27-MAR-24, 5.62
E012, 27-MAR-24, 1.34
E013, 27-MAR-24, 1.95
E014, 27-MAR-24, 3.7
E015, 27-MAR-24, 7.28
E016, 27-MAR-24, 6.01
E017, 27-MAR-24, 2.66
E018, 27-MAR-24, 4.79
E019, 27-MAR-24, 6.25
E020, 27-MAR-24, 4.98
E021, 27-MAR-24, 7.65
E022, 27-MAR-24, 7.55
E023, 27-MAR-24, 2.65
E024, 27-MAR-24, 5.42
E025, 27-MAR-24, 5.4
E026, 27-MAR-24, 7.32
E027, 27-MAR-24, 1.71
E028, 27-MAR-24, 3.77
E029, 27-MAR-24, 1.36
E030, 27-MAR-24, 3.59
E001, 28-MAR-24, 2.54
E002, 28-MAR-24, 7.37
E003, 28-MAR-24, 5.4
E004, 28-MAR-24, 7.8
E005, 28-MAR-24, 1.27
E006, 28-MAR-24, 6.74
E007, 28-MAR-24, 6.55
E008, 28-MAR-24, 6.09
E009, 28-MAR-24, 4.16
E010, 28-MAR-24, 5.18
E011, 28-MAR-24, 3.99
E012, 28-MAR-24, 1.47
E013, 28-MAR-24, 5.54
